1.274154	5.055027	9.926772	18.9131	25.404258	35.508481
1.176441	4.642897	8.918815	16.100273	15.956958	12.9856
0.809381	3.144552	6.107572	11.401577	15.70898	20.575354
1.136085	4.404307	8.347193	14.662757	17.503131	19.22687
1.155638	3.479779	5.202087	5.896904	6.629614	7.301752
1.150253	3.386228	4.930194	5.609091	5.641646	5.512006
1.872237	6.950321	14.707434	27.067182	33.55335	44.683559
1.666521	6.568293	12.796364	23.540692	25.616068	24.874949
1.292212	5.179201	10.024138	18.495386	23.193322	29.949125
0.697096	2.954122	6.122189	11.671393	14.340682	17.951975
1.586846	4.886406	7.607258	9.735559	10.151311	10.598835
1.289884	3.850551	6.088011	7.13349	6.99838	6.912428
2.738133	11.069922	21.98932	41.269895	43.451898	52.992521
2.859837	11.269256	22.13646	40.62943	43.81187	54.877549
2.33781	10.003796	19.20321	36.509261	40.494957	50.80411
1.171706	4.934769	10.255746	19.760403	22.880747	28.347544
2.860942	10.46237	18.356648	27.690472	28.177756	30.386923
1.780943	5.848509	9.297732	11.620376	11.644449	11.897825
2.801239	11.708854	22.75865	42.816352	44.655971	54.736598
3.004017	11.018269	23.428458	43.78922	47.150592	59.721735
2.644688	10.75887	20.873033	39.392635	43.088739	54.693975
1.259865	5.441152	11.336188	21.697128	25.994683	31.234619
3.095713	11.864782	21.86304	34.530246	34.546283	37.348731
1.83038	6.087992	9.603671	12.959471	12.933625	12.974357
1.268701	5.074726	9.925949	18.922543	25.472051	35.225703
1.175791	4.60055	8.952479	16.121854	15.738918	12.871838
0.803188	3.143389	6.088507	11.413907	15.675278	20.439472
1.143917	4.41004	8.25175	14.390342	17.234667	19.196228
1.147442	2.999988	5.203509	5.871834	6.579521	7.335144
1.14801	3.396237	5.122876	5.564113	5.6476	5.432778
1.961558	8.132077	15.903373	30.013078	38.110995	50.65294
1.75253	6.989754	13.247091	25.098966	27.406458	25.606661
1.359117	5.400147	10.475687	19.461376	24.846601	32.50938
0.759027	2.981382	6.608256	12.622463	15.685173	19.531039
1.637048	5.113987	7.934943	9.854055	10.518828	11.246563
1.430342	4.392087	6.584149	7.752782	8.007954	7.625414
3.282891	14.050726	27.991468	53.711714	61.463546	79.618164
3.476316	14.168471	27.378898	53.398422	58.735482	75.335535
2.809507	11.599505	22.78159	43.071496	51.204122	67.276846
1.384953	6.069058	12.225333	23.868448	27.729507	35.268551
3.445186	12.992889	23.624185	38.061778	40.809737	45.719777
2.307909	7.735764	12.365325	15.973508	16.871152	16.123281
3.51128	14.885674	29.905614	57.321694	63.576185	83.356599
3.552087	15.864375	31.185351	59.494328	68.296152	90.303411
3.133931	12.67937	25.109975	45.366437	55.747019	74.372723
1.539191	6.53987	13.947872	27.522225	32.743327	45.027534
3.883921	15.349041	29.653858	51.592968	55.114676	63.874898
2.393432	8.373169	13.562136	18.462231	18.742839	18.62683
